Sequence Name	mcg	gvh	alm	mit	erl	pox	vac	nuc	class
MK16_YEAST	0.49	0.62	0.65	0.18	0.5	0	0.46	0.43	NUC
OM20_YEAST	0.72	0.58	0.42	0.28	0.5	0	0.48	0.22	MIT
MDJ1_YEAST	0.4	0.52	0.53	0.52	0.5	0	0.51	0.22	MIT
MEP1_YEAST	0.47	0.6	0.35	0.21	0.5	0	0.52	0.22	ME3
MFA3_YEAST	0.8	0.81	0.55	0.35	0.5	0	0.42	0.22	EXC
C1TM_YEAST	0.45	0.73	0.47	0.65	0.5	0	0.54	0.43	MIT
MPI2_YEAST	0.59	0.57	0.43	0.26	0.5	0	0.51	0.22	MIT
RM02_YEAST	0.6	0.51	0.6	0.38	0.5	0.83	0.52	0.24	MIT
RM36_YEAST	0.64	0.64	0.56	0.21	0.5	0	0.5	0.22	MIT
RT09_YEAST	0.58	0.53	0.5	0.53	0.5	0	0.47	0.31	MIT
MSH3_YEAST	0.51	0.6	0.51	0.26	0.5	0	0.54	0.22	NUC
MS16_YEAST	0.61	0.59	0.47	0.49	0.5	0	0.54	0.22	MIT
MYS2_YEAST	0.53	0.41	0.5	0.24	1	0	0.47	0.22	CYT
NAM1_YEAST	0.51	0.46	0.54	0.41	0.5	0	0.53	0.22	MIT
NDI1_YEAST	0.53	0.61	0.51	0.49	0.5	0	0.54	0.27	MIT
NMT_YEAST	0.49	0.44	0.51	0.18	0.5	0	0.52	0.27	CYT
RNC1_YEAST	0.47	0.47	0.5	0.15	0.5	0	0.5	0.48	NUC
ACO1_YEAST	0.43	0.38	0.38	0.12	0.5	0	0.5	0.22	ME2
YINO_YEAST	0.76	0.67	0.37	0.22	0.5	0	0.54	0.22	ME2
IPB2_YEAST	0.45	0.46	0.61	0.2	0.5	0	0.62	0.22	CYT
PDI_YEAST	0.7	0.84	0.49	0.28	1	0	0.58	0.22	ERL
END1_YEAST	0.46	0.49	0.45	0.28	0.5	0	0.55	0.22	VAC
PT09_YEAST	0.48	0.52	0.49	0.35	0.5	0.5	0.51	0.22	MIT
PGM1_YEAST	0.43	0.45	0.53	0.19	0.5	0	0.56	0.22	CYT
PH80_YEAST	0.53	0.54	0.43	0.18	0.5	0	0.53	0.31	NUC
PIR3_YEAST	0.77	0.73	0.51	0.27	0.5	0	0.34	0.22	EXC
ATN1_YEAST	0.39	0.49	0.3	0.19	0.5	0	0.52	0.31	ME3
DPO4_YEAST	0.56	0.5	0.56	0.26	0.5	0	0.53	0.27	NUC
CBPY_YEAST	0.69	0.7	0.5	0.3	0.5	0	0.54	0.22	VAC
PROB_YEAST	0.56	0.48	0.5	0.17	0.5	0	0.51	0.26	CYT
PR39_YEAST	0.32	0.48	0.49	0.17	0.5	0	0.47	0.22	NUC
PRT1_YEAST	0.59	0.46	0.48	0.46	0.5	0	0.49	0.22	CYT
PUT1_YEAST	0.6	0.59	0.47	0.47	0.5	0	0.53	0.22	MIT
UCRQ_YEAST	0.57	0.6	0.54	0.17	0.5	0	0.52	0.22	MIT
RA26_YEAST	0.47	0.43	0.48	0.16	0.5	0	0.46	0.27	NUC
UBC2_YEAST	0.48	0.47	0.59	0.41	0.5	0	0.56	0.27	NUC
RCA1_YEAST	0.41	0.41	0.43	0.61	0.5	0	0.53	0.22	MIT
RFA3_YEAST	0.57	0.51	0.58	0.22	0.5	0	0.51	0.22	NUC
RIM2_YEAST	0.45	0.43	0.5	0.25	0.5	0	0.47	0.22	MIT
RS3B_YEAST	0.39	0.39	0.59	0.25	0.5	0	0.45	0.22	CYT
RPA2_YEAST	0.35	0.41	0.53	0.27	0.5	0	0.47	0.29	NUC
RPB7_YEAST	0.52	0.46	0.56	0.25	0.5	0	0.52	0.22	NUC
RPC3_YEAST	0.29	0.4	0.5	0.16	0.5	0	0.51	0.34	NUC
RL1A_YEAST	0.61	0.48	0.56	0.19	0.5	0	0.53	0.31	CYT
RL2_YEAST	0.63	0.64	0.45	0.26	0.5	0	0.43	0.22	CYT
RL41_YEAST	0.35	0.21	1	0.8	0.5	0	0.13	0.01	CYT
RLA3_YEAST	0.73	0.6	0.47	0.2	0.5	0	0.72	0.22	CYT
RS41_YEAST	0.32	0.44	0.54	0.21	0.5	0	0.4	0.19	CYT
RS28_YEAST	0.38	0.5	0.52	0.44	0.5	0	0.54	0.11	CYT
RRN7_YEAST	0.42	0.38	0.52	0.29	0.5	0	0.42	0.22	NUC
SCJ1_YEAST	0.39	1	0.38	0.41	0.5	0	0.5	0.27	MIT
SEC1_YEAST	0.6	0.51	0.49	0.18	0.5	0	0.53	0.38	CYT
SC21_YEAST	0.44	0.71	0.5	0.21	0.5	0	0.54	0.27	CYT
SC65_YEAST	0.41	0.4	0.56	0.17	0.5	0	0.56	0.22	CYT
SEN1_YEAST	0.47	0.37	0.46	0.28	0.5	0	0.52	0.99	NUC
SHR3_YEAST	0.7	0.57	0.34	0.19	0.5	0	0.53	0.27	ME2
SIS1_YEAST	0.56	0.55	0.57	0.15	0.5	0	0.54	0.25	CYT
SLU7_YEAST	0.19	0.16	0.68	0.36	0.5	0	0.49	0.21	NUC
SNC1_YEAST	0.27	0.41	0.24	0.2	0.5	0	0.49	0.22	ME3
YBC6_YEAST	0.54	0.6	0.57	0.17	0.5	0	0.44	0.22	NUC
SPB4_YEAST	0.57	0.55	0.51	0.18	0.5	0	0.51	0.43	NUC
SPT2_YEAST	0.37	0.48	0.67	0.37	0.5	0	0.56	0.62	NUC
SRB4_YEAST	0.49	0.6	0.42	0.18	0.5	0	0.58	0.28	NUC
SR68_YEAST	0.62	0.33	0.49	0.24	0.5	0	0.51	0.42	CYT
HS77_YEAST	0.51	0.5	0.49	0.45	0.5	0	0.48	0.22	MIT
ST12_YEAST	0.38	0.51	0.56	0.21	0.5	0	0.48	0.31	NUC
STF1_YEAST	0.55	0.41	0.67	0.61	0.5	0	0.49	0.14	MIT
INV4_YEAST	0.75	0.76	0.58	0.22	0.5	0	0.49	0.22	EXC
SUV3_YEAST	0.61	0.54	0.54	0.38	0.5	0	0.54	0.29	MIT
TBF1_YEAST	0.44	0.65	0.49	0.16	0.5	0	0.48	0.31	NUC
G3P3_YEAST	0.61	0.52	0.5	0.44	0.5	0	0.53	0.22	CYT
TFC1_YEAST	0.54	0.67	0.56	0.15	0.5	0	0.57	0.33	NUC
TIF3_YEAST	0.47	0.56	0.58	0.19	0.5	0	0.44	0.64	CYT
TKT1_YEAST	0.58	0.55	0.51	0.13	0.5	0	0.52	0.22	CYT
KAPA_YEAST	0.25	0.26	0.53	0.17	0.5	0	0.45	0.22	CYT
TRNL_YEAST	0.49	0.38	0.49	0.15	0.5	0	0.53	0.25	NUC
TTP1_YEAST	0.79	0.62	0.35	0.35	0.5	0	0.6	0.28	ME2
UBC1_YEAST	0.56	0.46	0.51	0.25	0.5	0	0.54	0.22	CYT
UGA3_YEAST	0.49	0.36	0.47	0.28	0.5	0	0.56	0.54	NUC
USO1_YEAST	0.5	0.47	0.45	0.14	0.5	0	0.53	0.32	ME3
VATC_YEAST	0.64	0.61	0.56	0.15	0.5	0	0.54	0.22	VAC
YP51_YEAST	0.63	0.56	0.52	0.21	0.5	0	0.5	0.22	CYT
YAB9_YEAST	0.4	0.45	0.45	0.15	0.5	0	0.53	0.48	NUC
YAP3_YEAST	0.71	0.79	0.41	0.38	0.5	0	0.54	0.22	ME1
MRF1_YEAST	0.46	0.61	0.55	0.29	0.5	0	0.49	0.22	MIT
YB72_YEAST	0.57	0.52	0.46	0.2	0.5	0.83	0.52	0.41	POX
YCG9_YEAST	0.74	0.73	0.32	0.2	0.5	0	0.55	0.22	ME1
YCW2_YEAST	0.54	0.54	0.56	0.18	0.5	0	0.46	0.29	NUC
YGL1_YEAST	0.38	0.56	0.38	0.16	0.5	0	0.53	0.22	ME3
YHG2_YEAST	0.2	0.6	0.5	0.29	0.5	0	0.51	0.22	ME3
YHU0_YEAST	0.63	0.71	0.44	0.53	0.5	0	0.52	0.22	ME2
YIN4_YEAST	0.58	0.67	0.49	0.16	0.5	0	0.47	0.28	MIT
YKM9_YEAST	0.41	0.45	0.46	0.23	0.5	0	0.5	0.7	CYT
YMC2_YEAST	0.38	0.47	0.47	0.18	0.5	0	0.44	0.26	MIT
YUR1_YEAST	0.81	0.62	0.43	0.17	0.5	0	0.53	0.22	ME2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
