age	workclass	education	marital_status	occupation	race	sex	native_country	class
20s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 ?	 Some-college	 Married-civ-spouse	 ?	 White	 Female	 United-States	 >50K
30s	 Local-gov	 11th	 Separated	 Machine-op-inspct	 Black	 Male	 United-States	 <=50K
60s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 Masters	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 10th	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
40s	 Local-gov	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
40s	 Local-gov	 HS-grad	 Separated	 Adm-clerical	 Black	 Female	 United-States	 <=50K
20s	 ?	 Some-college	 Never-married	 ?	 White	 Female	 United-States	 <=50K
30s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Self-emp-inc	 Bachelors	 Never-married	 Farming-fishing	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Tech-support	 White	 Female	 United-States	 <=50K
20s	 Self-emp-not-inc	 HS-grad	 Separated	 Craft-repair	 White	 Male	 United-States	 <=50K
50s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Private	 10th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Tech-support	 White	 Male	 United-States	 <=50K
30s	 Local-gov	 HS-grad	 Separated	 Exec-managerial	 Black	 Male	 United-States	 <=50K
50s	 Self-emp-inc	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Self-emp-inc	 5th-6th	 Married-civ-spouse	 Transport-moving	 White	 Male	 Cuba	 <=50K
50s	 ?	 HS-grad	 Married-civ-spouse	 ?	 White	 Male	 United-States	 <=50K
40s	 Private	 7th-8th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 ?	 11th	 Married-spouse-absent	 ?	 Asian-Pac-Islander	 Female	 South	 <=50K
30s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Masters	 Never-married	 Exec-managerial	 White	 Male	 Dominican-Republic	 <=50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 Poland	 <=50K
60s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Other-service	 White	 Male	 Mexico	 <=50K
50s	 Private	 HS-grad	 Widowed	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Private	 11th	 Never-married	 Craft-repair	 Black	 Male	 Haiti	 <=50K
40s	 Federal-gov	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 >50K
40s	 Self-emp-not-inc	 Bachelors	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
50s	 ?	 HS-grad	 Married-civ-spouse	 ?	 White	 Male	 United-States	 <=50K
40s	 Private	 Masters	 Never-married	 Tech-support	 White	 Male	 United-States	 >50K
60s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
60s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
50s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Sales	 Black	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Self-emp-not-inc	 HS-grad	 Divorced	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
80s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Divorced	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 Asian-Pac-Islander	 Male	 India	 >50K
70s	 Private	 HS-grad	 Widowed	 Other-service	 Black	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Divorced	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 10th	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Divorced	 Priv-house-serv	 Black	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
40s	 Local-gov	 Masters	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Sales	 White	 Female	 United-States	 >50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
50s	 Local-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Female	 United-States	 >50K
40s	 Self-emp-not-inc	 Some-college	 Divorced	 Other-service	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
60s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 Bachelors	 Never-married	 Transport-moving	 Asian-Pac-Islander	 Male	 ?	 <=50K
80s	 Self-emp-not-inc	 Prof-school	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 State-gov	 Bachelors	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
10s	 Private	 HS-grad	 Never-married	 Machine-op-inspct	 White	 Female	 Dominican-Republic	 <=50K
20s	 ?	 Some-college	 Never-married	 ?	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Divorced	 Exec-managerial	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Divorced	 Adm-clerical	 White	 Female	 England	 <=50K
30s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Federal-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Local-gov	 Some-college	 Never-married	 Other-service	 Black	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
40s	 State-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Sales	 Black	 Female	 United-States	 <=50K
70s	 Private	 Bachelors	 Divorced	 Tech-support	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 Asian-Pac-Islander	 Male	 ?	 >50K
30s	 Private	 HS-grad	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 Asian-Pac-Islander	 Male	 Japan	 >50K
60s	 Private	 Masters	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
10s	 ?	 Some-college	 Never-married	 ?	 White	 Male	 United-States	 <=50K
50s	 Private	 10th	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Divorced	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Female	 United-States	 >50K
10s	 Private	 HS-grad	 Never-married	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 Masters	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
70s	 ?	 HS-grad	 Widowed	 ?	 Black	 Female	 United-States	 <=50K
20s	 Private	 Assoc-voc	 Never-married	 Protective-serv	 White	 Male	 United-States	 <=50K
10s	 Private	 11th	 Never-married	 Adm-clerical	 Asian-Pac-Islander	 Female	 United-States	 <=50K
50s	 Federal-gov	 HS-grad	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Adm-clerical	 Black	 Female	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 10th	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Local-gov	 Bachelors	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Exec-managerial	 White	 Female	 United-States	 <=50K
10s	 Private	 11th	 Never-married	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
30s	 Private	 10th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 11th	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
30s	 Self-emp-inc	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
10s	 Private	 Some-college	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
20s	 Federal-gov	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
50s	 Private	 9th	 Divorced	 Other-service	 White	 Female	 Canada	 <=50K
40s	 Private	 HS-grad	 Divorced	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Machine-op-inspct	 Asian-Pac-Islander	 Male	 China	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
40s	 Private	 Masters	 Married-civ-spouse	 Prof-specialty	 White	 Female	 United-States	 >50K
40s	 Private	 Bachelors	 Divorced	 Other-service	 White	 Male	 ?	 >50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
50s	 ?	 HS-grad	 Married-civ-spouse	 ?	 White	 Male	 United-States	 <=50K
70s	 Private	 HS-grad	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 <=50K
10s	 ?	 10th	 Never-married	 ?	 White	 Male	 United-States	 <=50K
40s	 Private	 Assoc-acdm	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
50s	 Federal-gov	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 >50K
70s	 Local-gov	 7th-8th	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 ?	 <=50K
10s	 Private	 Some-college	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Divorced	 Adm-clerical	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
40s	 Private	 9th	 Divorced	 Other-service	 White	 Male	 United-States	 <=50K
20s	 ?	 Bachelors	 Never-married	 ?	 White	 Male	 United-States	 <=50K
20s	 Self-emp-not-inc	 HS-grad	 Never-married	 Other-service	 White	 Male	 Greece	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
20s	 Private	 10th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
20s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
50s	 State-gov	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 Canada	 >50K
20s	 State-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 Nicaragua	 <=50K
20s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Private	 10th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 11th	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 Masters	 Married-civ-spouse	 Exec-managerial	 White	 Male	 Cuba	 >50K
40s	 Federal-gov	 Some-college	 Married-civ-spouse	 Tech-support	 White	 Male	 United-States	 <=50K
40s	 State-gov	 Some-college	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
10s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Other-service	 Asian-Pac-Islander	 Female	 United-States	 >50K
10s	 Private	 HS-grad	 Never-married	 Farming-fishing	 White	 Male	 United-States	 <=50K
30s	 Federal-gov	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 >50K
50s	 Private	 Some-college	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
50s	 Local-gov	 HS-grad	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
60s	 ?	 Doctorate	 Widowed	 ?	 White	 Female	 United-States	 <=50K
40s	 Local-gov	 HS-grad	 Married-civ-spouse	 Other-service	 Black	 Female	 Jamaica	 >50K
40s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 State-gov	 Bachelors	 Divorced	 Prof-specialty	 White	 Male	 United-States	 <=50K
50s	 Self-emp-inc	 Masters	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 Self-emp-not-inc	 Assoc-voc	 Divorced	 Sales	 White	 Male	 United-States	 <=50K
30s	 Private	 Assoc-acdm	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 >50K
30s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Sales	 Asian-Pac-Islander	 Male	 South	 <=50K
30s	 Private	 HS-grad	 Never-married	 Machine-op-inspct	 Black	 Female	 United-States	 <=50K
40s	 Private	 Assoc-acdm	 Married-civ-spouse	 Adm-clerical	 Black	 Female	 United-States	 >50K
30s	 Private	 Some-college	 Never-married	 Tech-support	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
20s	 Private	 Masters	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 Poland	 <=50K
10s	 Private	 10th	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Protective-serv	 Black	 Female	 Haiti	 <=50K
40s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Other-service	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
60s	 State-gov	 Masters	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
50s	 Private	 11th	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Tech-support	 White	 Female	 United-States	 <=50K
60s	 Self-emp-not-inc	 12th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
60s	 ?	 11th	 Married-civ-spouse	 ?	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Separated	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Private	 7th-8th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
10s	 Private	 HS-grad	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Tech-support	 White	 Female	 United-States	 <=50K
20s	 Local-gov	 HS-grad	 Never-married	 Protective-serv	 Black	 Female	 United-States	 <=50K
20s	 Local-gov	 Some-college	 Separated	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 Bachelors	 Divorced	 Sales	 White	 Male	 United-States	 <=50K
60s	 Self-emp-inc	 Bachelors	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 7th-8th	 Married-civ-spouse	 Craft-repair	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 Self-emp-not-inc	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 Black	 Female	 ?	 <=50K
40s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
50s	 Local-gov	 Assoc-voc	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
50s	 State-gov	 Doctorate	 Married-civ-spouse	 Prof-specialty	 Asian-Pac-Islander	 Male	 India	 <=50K
20s	 Self-emp-not-inc	 HS-grad	 Never-married	 Farming-fishing	 White	 Male	 United-States	 <=50K
60s	 ?	 Masters	 Married-civ-spouse	 ?	 Black	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 Assoc-voc	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
50s	 ?	 Assoc-voc	 Married-civ-spouse	 ?	 White	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Self-emp-not-inc	 Some-college	 Separated	 Other-service	 White	 Female	 Cuba	 <=50K
30s	 Private	 Some-college	 Never-married	 Farming-fishing	 White	 Female	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 HS-grad	 Divorced	 Farming-fishing	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
50s	 Private	 Bachelors	 Divorced	 Exec-managerial	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
10s	 Private	 Some-college	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Separated	 Exec-managerial	 Black	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Separated	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 State-gov	 Masters	 Never-married	 Prof-specialty	 White	 Female	 Germany	 <=50K
30s	 Private	 11th	 Never-married	 Other-service	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
40s	 Private	 Masters	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
